College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",EEE,2727,14513,F,OU,BC_D,BC_D_GIRLS_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSE,2328,14514,F,OU,BC_A,BC_A_GEN_UR
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",EEE,2728,14516,F,OU,ST,ST_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSM,2729,14517,F,OU,BC_A,BC_A_GIRLS_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",INF,2730,14521,M,OU,SC,SC_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",CSE,3935,14523,F,OU,BC_D,BC_D_GIRLS_OU
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",ECE,3936,14524,F,OU,SC,SC_PHH_GEN_OU
KMCE,"KESHAV MEMORIAL COLLEGE OF ENGINEERING FORMERLY  VIGNANA BHARATHI ENGINEERING COLLEGE, IBRAHIMPATAN",CSD,3937,14525,F,OU,BC_B,BC_A_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSE,2329,14531,F,OU,BC_A,BC_A_GIRLS_UR
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",ECE,3939,14532,F,OU,OC,EWS_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,2629,14539,F,OU,SC,SC_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",INF,3942,14539,M,OU,BC_D,BC_D_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSD,3943,14540,M,OU,SC,SC_GEN_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",INF,3945,14542,F,OU,BC_B,BC_B_GEN_OU
KMEC,"KESHAV MEMORIAL ENGINEERING COLLEGE, KACHWANISINGARAM",CSE,2331,14544,M,OU,OC,OC_PHV_GEN_OU
KITW,"KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN, NIZAMABAD",ECE,3950,14549,F,OU,OC,EWS_GIRLS_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",ECI,3950,14549,M,OU,SC,SC_GEN_OU
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,3951,14551,M,OU,SC,SC_GEN_UR
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",ECE,3952,14552,M,OU,SC,SC_GEN_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",AID,2325,14553,M,OU,BC_B,BC_A_GIRLS_OU
TCTK,"TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY, KARIMNAGAR",ECE,3954,14556,M,OU,BC_E,BC_E_GEN_OU
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN, KODADA",ECE,3954,14556,F,OU,BC_D,BC_C_GIRLS_UR
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",ECE,3955,14559,F,OU,BC_D,SC_GIRLS_OU
STLW,"STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS), ABIDS",INF,3956,14563,F,OU,BC_D,BC_B_CAP_GIRLS_UR(0)
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",CSE,2328,14567,M,AU,OC,OC_GEN_OU
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE, GHATKESAR",ECE,3958,14571,F,OU,SC,SC_GIRLS_OU
AKIT,"ABDULKALAM INST OF TECHNOLOGY AND SCI, KOTHAGUDEM",MIN,275,14574,M,OU,SC,SC_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSD,2636,14576,F,OU,ST,SC_GEN_UR
SMCD,"ST  MARYS ENGINEERING COLLEGE, DESHMUKHI",CSE,2736,14576,F,OU,SC,CHR_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",AID,2737,14578,F,OU,BC_A,OC_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MIN,276,14582,M,OU,SC,ST_GIRLS_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSD,2331,14582,M,OU,SC,SC_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSM,2334,14585,M,OU,BC_E,BC_E_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",CSE,3962,14587,F,OU,ST,ST_GIRLS_OU
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS, HAYATHNAGAR",AID,2639,14589,M,OU,SC,ST_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSE,2333,14591,M,OU,BC_B,BC_A_GIRLS_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSM,2738,14592,M,OU,BC_B,BC_A_GEN_OU
SBIT,"SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY, KHAMMAM",ECE,3965,14597,M,OU,BC_D,SC_PHV_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSO,2740,14598,M,OU,BC_D,BC_D_GEN_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSE,2335,14602,F,OU,BC_B,BC_B_GIRLS_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",CSD,2643,14604,M,OU,ST,ST_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",ECE,3968,14604,F,OU,ST,ST_CAP_GEN_UR(0)
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSE,2742,14605,F,OU,BC_E,BC_E_GEN_OU
METH,"METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), ABIDS",CSE,2743,14612,F,OU,OC,EWS_GIRLS_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",INF,2337,14613,F,OU,BC_B,BC_B_GIRLS_UR
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS), KEESARA",CSD,3971,14615,M,OU,BC_A,BC_E_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",AIM,277,14618,M,OU,BC_D,BC_D_GEN_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",INF,2336,14618,M,OU,BC_E,MUS_GEN_OU
GATE,"GATE INSTITUTE OF TECHNOLOGYAND SCIENCES, KODAD",MIN,278,14622,M,OU,SC,SC_GEN_OU
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN, KODADA",ECE,3974,14625,F,OU,SC,SC_GIRLS_OU
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",CSE,3975,14629,F,OU,BC_B,BC_B_GEN_OU
MECS,"MATRUSRI ENGINEERING COLLEGE, HYDERABAD",CSE,2337,14631,F,OU,OC,EWS_GIRLS_OU
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",MEC,2342,14635,M,OU,BC_A,BC_A_GIRLS_OU
SDGI,"SREE DATTHA GRP OF INSTNS, IBRAHIMPATAN",MEC,2342,14635,M,OU,ST,ST_GEN_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",CSM,2648,14638,M,OU,BC_B,BC_B_GEN_OU
GLOB,"GLOBAL INST OF ENGINEERING AND TECHNOLOGY, CHILKUR",CSE,3977,14639,M,OU,OC,BC_B_GEN_OU
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE, PARVATHAPUR",ECE,3979,14641,M,AU,SC,ST_GEN_UR
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSD,3981,14643,M,OU,BC_D,BC_D_GIRLS_OU
KTKM,"KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE, HUZURABAD",ECE,3981,14643,F,OU,SC,ST_GIRLS_OU
SRIW,"SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN, HASANPARTHY",CSM,2346,14649,F,OU,BC_B,OC_CAP_GIRLS_UR(0)
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSD,2348,14652,M,OU,BC_E,MUS_GEN_OU
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",CSE,2649,14653,M,OU,SC,SC_GEN_OU
DRKI,"D R K INSTITUTE OF SCI AND TECHNOLOGY, BOWRAMPET",ECE,3987,14663,M,OU,BC_E,BC_E_GEN_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",CSE,2652,14664,M,OU,BC_E,OC_SG_GEN_OU(0)
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",INF,2750,14672,M,OU,BC_E,MUS_GEN_OU
GLWC,"GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE, BACHUPALLY",CSE,2342,14674,F,OU,BC_D,BC_B_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",AID,2343,14677,M,OU,SC,SC_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",ECE,3991,14677,M,OU,ST,ST_GEN_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",INF,3991,14677,M,OU,BC_A,BC_A_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSE,2657,14681,M,OU,SC,SC_GEN_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",CSE,3993,14681,M,OU,BC_D,BC_D_GIRLS_OU
AARM,"AAR MAHAVEER ENGINEERING COLLEGE, BANDLAGUDA",CSE,2662,14695,M,OU,BC_E,BC_E_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSM,280,14700,M,OU,ST,ST_GEN_OU
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",MEC,2355,14702,M,OU,BC_B,BC_A_GEN_OU
VJYA,"VIJAYA ENGINEERING COLLEGE, KHAMMAM",CSE,281,14711,M,OU,BC_B,BC_B_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",AIM,4000,14711,F,OU,BC_D,BC_D_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSD,2358,14717,M,OU,ST,ST_GEN_UR
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSM,2359,14720,M,OU,BC_B,BC_B_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",CSE,2754,14720,M,OU,ST,ST_GEN_OU
SBIT,"SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY, KHAMMAM",ECE,4004,14724,F,OU,BC_D,BC_D_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSD,4005,14725,F,OU,BC_B,BC_B_GIRLS_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSE,2361,14729,M,OU,ST,ST_GIRLS_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",INF,2362,14731,M,OU,BC_D,BC_D_GEN_OU
SISG,"SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS), GHATKESAR",ECE,4006,14731,M,OU,SC,ST_GEN_OU
CHET,"SRI CHAITANYA TECHNICAL CAMPUS, IBRAHIMPATAN",ECE,4007,14733,M,OU,BC_A,BC_E_GEN_OU
NAWB,"NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH (AUTONOMOUS), NEW MALAKPET",CSM,2758,14735,F,OU,BC_D,MUS_GEN_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4009,14739,F,OU,OC,EWS_GEN_OU
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSM,2348,14741,M,OU,OC,OC_PHH_GEN_OU
NIET,"NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY, CHOUTUPPAL",CSE,2350,14747,M,OU,BC_D,OC_GEN_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSM,2671,14747,M,OU,BC_B,BC_D_GIRLS_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSM,2761,14749,M,OU,SC,SC_GEN_UR
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSM,283,14750,M,OU,SC,SC_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSD,4012,14754,F,OU,SC,SC_GIRLS_OU
GATE,"GATE INSTITUTE OF TECHNOLOGYAND SCIENCES, KODAD",ECE,4013,14756,M,OU,BC_B,BC_B_GIRLS_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSE,2353,14758,M,OU,BC_B,BC_A_GIRLS_OU
CHTS,"SREE CHAITANYA INST OF TECHNOLOGY SCIENCES, KARIMNAGAR",CSE,2765,14762,M,OU,BC_B,BC_B_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSD,2674,14768,M,OU,BC_B,MUS_GEN_OU
ISLC,"ISL ENGINEERING COLLEGE, BANDLAGUDA",CSE,2767,14768,M,OU,BC_E,MUS_GEN_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",AID,2366,14772,M,OU,BC_D,BC_C_GEN_OU
KMCE,"KESHAV MEMORIAL COLLEGE OF ENGINEERING FORMERLY  VIGNANA BHARATHI ENGINEERING COLLEGE, IBRAHIMPATAN",CSO,2769,14772,M,OU,BC_A,SC_GEN_OU
MREM,"MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES, MEDCHAL",CSC,2770,14774,M,OU,SC,SC_GEN_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSM,2772,14778,M,OU,BC_B,BC_B_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSD,4016,14778,M,OU,BC_A,BC_A_GIRLS_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",ANE,2368,14782,M,OU,BC_E,BC_E_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSE,2678,14782,M,OU,ST,ST_GEN_OU
VITS,"SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI, MAHABUBNAGAR",EEE,2773,14782,M,OU,ST,ST_GIRLS_OU
NAWB,"NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH (AUTONOMOUS), NEW MALAKPET",CSE,2354,14784,M,OU,BC_E,MUS_GEN_OU
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4017,14784,M,OU,SC,SC_GEN_OU
DRKC,"D R K COLLEGE OF ENGINEERING AND TECHNOLOGY, BOWRAMPET",CSE,4019,14789,M,OU,OC,ST_PHV_GEN_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",CSM,4019,14789,M,OU,SC,ST_GEN_OU
NIET,"NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY, CHOUTUPPAL",ECE,4023,14794,M,OU,SC,ST_GEN_OU
NREC,"NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",ECE,4026,14798,F,OU,ST,ST_GIRLS_UR
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,2357,14806,M,OU,BC_D,BC_E_GIRLS_OU
BSKR,"BHASKAR ENGINEERING COLLEGE, YENKAPALLY",CSE,2358,14809,M,OU,BC_D,BC_D_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSM,2370,14815,M,OU,SC,ST_GEN_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",CSE,2360,14818,M,OU,SC,SC_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSC,2683,14821,M,OU,BC_D,ST_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",MEC,2373,14826,F,OU,OC,EWS_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",ECE,4039,14831,M,OU,BC_B,BC_B_GEN_OU
BSKR,"BHASKAR ENGINEERING COLLEGE, YENKAPALLY",CSE,4042,14840,F,OU,BC_B,BC_B_GEN_OU
VISA,"VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY, BHONGIR",CSM,2363,14844,F,OU,BC_B,BC_B_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2377,14844,M,OU,OC,OC_GIRLS_OU
PALV,"PALLAVI ENGINEERING COLLEGE, KUNTLOOR",CSE,4043,14848,F,OU,BC_D,OC_GIRLS_OU
SDES,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS), IBRAHIMPATAN",CSM,2691,14856,M,OU,BC_D,BC_D_GIRLS_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",AID,2785,14862,M,OU,BC_E,BC_E_GEN_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4046,14862,M,OU,SC,ST_GEN_OU
JAYA,"JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS), NARSAMPET",CSE,2365,14867,M,OU,BC_E,BC_D_GEN_UR
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE, PARVATHAPUR",CSD,2787,14867,M,AU,BC_A,BC_A_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSO,2789,14870,F,OU,BC_B,BC_B_GIRLS_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSE,2366,14877,M,OU,OC,MUS_GEN_OU
SBIT,"SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY, KHAMMAM",CSD,2697,14877,M,OU,BC_A,BC_B_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",CSE,2697,14877,F,OU,SC,SC_GEN_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",MEC,2382,14879,M,OU,SC,SC_GEN_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",CSM,2795,14886,M,OU,BC_D,BC_A_GIRLS_OU
BREW,"BHOJREDDY ENGINEERING COLLEGE FOR WOMEN, SAIDABAD",INF,4048,14886,F,OU,SC,SC_GIRLS_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",CSE,4049,14890,M,OU,BC_E,BC_E_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",ECM,2367,14893,M,OU,OC,ST_GEN_UR
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS), KEESARA",CSE,2700,14893,M,OU,ST,ST_GEN_OU
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN, KODADA",EEE,2799,14894,F,OU,BC_A,BC_A_GIRLS_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSC,2701,14897,M,OU,BC_D,BC_A_GEN_OU
VMTW,"VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN, GHATKESAR",CSE,2802,14899,F,OU,BC_B,BC_D_GIRLS_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",CSD,2805,14903,M,OU,SC,SC_GIRLS_OU
JBIT,"J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS), YENKAPALLY",EEE,2808,14907,M,OU,SC,OC_NCC_GEN_OU(55)
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",CSD,4051,14907,M,OU,BC_D,BC_D_GIRLS_OU
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",MEC,2384,14909,M,OU,BC_E,BC_E_GIRLS_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSD,2369,14910,M,OU,BC_A,BC_A_GEN_OU
SVSE,"SVS GRP OF INSTNS - SVS INST OF TECH, HANAMKONDA",ECE,4053,14916,M,OU,ST,ST_GEN_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,2372,14925,F,OU,BC_B,BC_B_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSE,2372,14925,M,OU,SC,SC_GEN_UR
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA, AGRAHARAM RAJANNA SIRCILLA",EEE,2813,14927,F,OU,BC_E,BC_E_GEN_OU
SMED,"ST  MARYS GROUP OF INSTITUTIONS, DESHMUKHI",CSM,2389,14929,M,OU,BC_E,CHR_GEN_UR
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",MEC,2393,14946,M,OU,OC,EWS_GEN_OU
STLW,"STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS), ABIDS",AID,4059,14946,F,OU,BC_D,BC_A_PHH_GIRLS_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",CSE,4059,14946,M,OU,BC_A,BC_A_GEN_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSM,4059,14946,M,OU,BC_B,BC_B_GEN_OU
SISG,"SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES (AUTONOMOUS), GHATKESAR",CSE,2374,14950,M,OU,BC_B,BC_B_CAP_GEN_UR(0)
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE, GHATKESAR",CSE,149,14954,M,OU,BC_A,BC_A_GEN_OU
SANA,"SANA ENGINEERING COLLGE, KODAD",CSE,2707,14954,M,OU,BC_E,MUS_GEN_UR
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",EEE,2823,14957,M,OU,SC,SC_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",ECE,4061,14957,M,OU,BC_E,MUS_GEN_OU
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,2827,14966,M,OU,BC_A,BC_A_GEN_OU
VJYA,"VIJAYA ENGINEERING COLLEGE, KHAMMAM",CSM,2827,14966,F,OU,BC_D,OC_GIRLS_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",CSM,2395,14971,M,OU,OC,EWS_GEN_OU
SPEC,"ST PETERS ENGINEERING COLLEGE (AUTONOMOUS), MEDCHAL",AID,2711,14971,M,OU,BC_D,BC_B_GEN_OU
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSD,2828,14971,M,OU,BC_A,BC_E_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",ECE,4063,14977,M,OU,BC_E,MUS_GEN_OU
MREM,"MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES, MEDCHAL",CSD,2401,14986,M,OU,BC_B,BC_A_PHH_GIRLS_OU
SVSE,"SVS GRP OF INSTNS - SVS INST OF TECH, HANAMKONDA",CSE,2401,14986,M,OU,SC,SC_GEN_OU
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN, KODADA",EEE,2833,14986,F,OU,SC,SC_GIRLS_OU
MINA,"MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN, MIRYALAGUDA",ECE,4064,14988,F,OU,BC_D,SC_GIRLS_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",MEC,2404,14994,M,OU,ST,ST_GIRLS_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",INF,2380,15000,M,OU,BC_A,BC_A_GEN_OU
MRET,"MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), MAISAMMAGUDA",CSM,2406,15000,M,OU,BC_B,SC_GEN_OU
KDDW,"KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN, KODADA",CIV,2717,15004,F,OU,SC,SC_GIRLS_OU
